ASSET_UID,Serial Number
CGINS-PCO2WB-C0084,C0084
CGINS-PCO2WB-C0085,C0085
CGINS-PCO2WB-C0089,C0089
CGINS-PCO2WB-C0090,C0090
CGINS-PCO2WB-C0096,C0096
CGINS-PCO2WB-C0097,C0097
CGINS-PCO2WB-C0098,C0098
CGINS-PCO2WB-C0099,C0099
CGINS-PCO2WB-C0100,C0100
CGINS-PCO2WB-C0112,C0112
CGINS-PCO2WB-C0113,C0113
CGINS-PCO2WB-C0118,C0118
CGINS-PCO2WB-C0119,C0119
CGINS-PCO2WB-C0126,C0126
CGINS-PCO2WB-C0127,C0127
CGINS-PCO2WB-C0134,C0134
CGINS-PCO2WB-C0135,C0135
CGINS-PCO2WB-C0147,C0147
CGINS-PCO2WC-C0103,C0103
CGINS-PCO2WC-C0104,C0104
CGINS-PCO2WC-C0105,C0105
CGINS-PCO2WC-C0106,C0106
CGINS-PCO2WC-C0107,C0107
CGINS-PCO2WC-C0108,C0108
CGINS-PCO2WC-C0109,C0109
CGINS-PCO2WC-C0110,C0110
CGINS-PCO2WC-C0120,C0120
CGINS-PCO2WC-C0121,C0121
CGINS-PCO2WC-C0122,C0122
CGINS-PCO2WC-C0128,C0128
CGINS-PCO2WC-C0129,C0129
CGINS-PCO2WC-C0130,C0130
CGINS-PCO2WC-C0136,C0136
CGINS-PCO2WC-C0137,C0137
CGINS-PCO2WC-C0138,C0138
CGINS-PCO2WC-C0139,C0139
CGINS-PCO2WC-C0140,C0140
CGINS-PCO2WC-C0141,C0141
CGINS-PHSEND-P0068,P0068
CGINS-PHSEND-P0069,P0069
CGINS-PHSEND-P0072,P0072
CGINS-PHSEND-P0083,P0083
CGINS-PHSEND-P0084,P0084
CGINS-PHSEND-P0085,P0085
CGINS-PHSEND-P0086,P0086
CGINS-PHSEND-P0087,P0087
CGINS-PHSEND-P0088,P0088
CGINS-PHSEND-P0095,P0095
CGINS-PHSEND-P0096,P0096
CGINS-PHSEND-P0097,P0097
CGINS-PHSEND-P0098,P0098
CGINS-PHSEND-P0099,P0099
CGINS-PHSEND-P0100,P0100
CGINS-PHSEND-P0118,P0118
CGINS-PHSEND-P0119,P0119
CGINS-PHSEND-P0120,P0120
CGINS-PHSEND-P0121,P0121
CGINS-PHSEND-P0122,P0122
CGINS-PHSEND-P0123,P0123
CGINS-PHSEND-P0124,P0124
CGINS-PHSEND-P0125,P0125
CGINS-PHSEND-P0132,P0132
CGINS-PHSEND-P0155,P0155
CGINS-PHSEND-P0156,P0156
CGINS-PHSEND-P0157,P0157
CGINS-PHSEND-P0158,P0158
CGINS-PHSEND-P0159,P0159
CGINS-PHSEND-P0160,P0160
CGINS-PHSEND-P0166,P0166
CGINS-PHSEND-P0167,P0167
CGINS-PHSEND-P0168,P0168
CGINS-PHSEND-P0170,P0170
CGINS-PHSEND-P0185,P00185
CGINS-PHSEND-P0187,P0187
CGINS-PHSENE-P0070,P0070
CGINS-PHSENE-P0071,P0071
CGINS-PHSENE-P0101,P0101
CGINS-PHSENE-P0137,P0137
CGINS-PHSENE-P0138,P0138
CGINS-PHSENE-P0139,P0139
CGINS-PHSENE-P0140,P0140
CGINS-PHSENE-P0146,P0146
CGINS-PHSENE-P0171,P0171
CGINS-PHSENE-P0172,P0172
CGINS-PHSENE-P0176,P0176
CGINS-PHSENE-P0177,P0177
CGINS-PHSENE-P0178,P0178
CGINS-PHSENE-P0179,P0179
CGINS-PHSENF-P0079,P0079
CGINS-PHSENF-P0080,P0080
CGINS-PHSENF-P0081,P0081
CGINS-PHSENF-P0102,P0102
CGINS-PHSENF-P0103,P0103
CGINS-PHSENF-P0104,P0104
CGINS-PHSENF-P0105,P0105
CGINS-PHSENF-P0141,P0141
CGINS-PHSENF-P0142,P0142
CGINS-PHSENF-P0143,P0143
CGINS-PHSENF-P0144,P0144
CGINS-PHSENF-P0147,P0147
CGINS-PHSENF-P0173,P0173
CGINS-PHSENF-P0174,P0174
CGINS-PHSENF-P0180,P0180
CGINS-PHSENF-P0181,P0181
CGINS-PHSENF-P0182,P0182
CGINS-PHSENF-P0183,P0183
CGINS-PRESFA-01328,26P-1328
CGINS-PRESFA-01351,26P-1351
CGINS-PRESFA-01382,26P-1382
CGINS-PRESFA-01383,26P-1383
CGINS-PRESFA-01391,26P-1391
CGINS-PRESFB-01329,26P64515-1329
CGINS-PRESFB-01352,26P71826-1352
CGINS-PRESFB-01384,26P-1384
CGINS-PRESFB-01386,26P76848-1386
CGINS-PRESFB-01387,26P76848-1387
CGINS-PRESFB-01392,26P-1392
CGINS-PRESFB-01396,26P-1396
CGINS-PRESFB-01397,26P-1397
CGINS-PRESFB-01400,26P-1400
CGINS-PRESFC-01385,26P-1385
CGINS-PRESFC-01388,26P76848-1388
CGINS-PRESFC-01398,26P-1398
CGINS-PRESFC-01399,26P-1399
CGINS-PRESFC-01400,26-1400
CGINS-PRESFC-01401,26-1401
CGINS-SPKIRB-00229,229
CGINS-SPKIRB-00230,230
CGINS-SPKIRB-00231,231
CGINS-SPKIRB-00232,232
CGINS-SPKIRB-00238,238
CGINS-SPKIRB-00239,239
CGINS-SPKIRB-00240,240
CGINS-SPKIRB-00241,241
CGINS-SPKIRB-00242,242
CGINS-SPKIRB-00243,243
CGINS-SPKIRB-00248,248
CGINS-SPKIRB-00249,249
CGINS-SPKIRB-00250,250
CGINS-SPKIRB-00254,254
CGINS-SPKIRB-00255,255
CGINS-SPKIRB-00269,269
CGINS-SPKIRB-00270,270
CGINS-SPKIRB-00271,271
CGINS-SPKIRB-00272,272
CGINS-SPKIRB-00273,273
CGINS-SPKIRB-00274,274
CGINS-SPKIRB-00275,275
CGINS-SPKIRB-00276,276
CGINS-SPKIRB-00288,288
CGINS-SPKIRB-00289,289
CGINS-SPKIRB-00290,290
CGINS-SPKIRB-00291,291
CGINS-SPKIRB-00294,294
CGINS-SPKIRB-00295,295
CGINS-SPKIRB-00296,296
CGINS-SPKIRB-00297,297
CGINS-SPKIRB-00298,298
CGINS-SPKIRB-00299,299
CGINS-SPKIRB-00300,300
CGINS-SPKIRB-00301,301
CGINS-SPKIRB-00302,302
CGINS-SPKIRJ-00237,237
CGINS-SPKIRJ-00252,252
CGINS-SPKIRJ-00263,263
CGINS-SPKIRJ-00264,264
CGINS-SPKIRJ-00265,265
CGINS-SPKIRJ-00266,266
CGINS-SPKIRJ-00281,281
CGINS-SPKIRJ-00282,282
CGINS-VEL3DC-08181,8181
CGINS-VEL3DC-12587,12587
CGINS-VEL3DC-12595,12595
CGINS-VEL3DD-08158,8158
CGINS-VEL3DD-09668,9668
CGINS-VEL3DD-11084,11084
CGINS-VEL3DD-11090,11090
CGINS-VEL3DD-11707,11707
CGINS-VEL3DD-11710,11710
CGINS-VEL3DD-12264,12264
CGINS-VEL3DD-12266,12266
CGINS-VEL3DD-12604,12604
CGINS-VEL3DD-12607,12607
CGINS-VEL3DK-00003,100003
CGINS-VEL3DK-00011,100011
CGINS-VEL3DK-00012,100012
CGINS-VEL3DK-00013,100013
CGINS-VEL3DK-00014,100014
CGINS-VEL3DK-00015,100015
CGINS-VEL3DK-00017,100017
CGINS-VEL3DK-00022,100022
CGINS-VEL3DK-00033,100033
CGINS-VEL3DK-00034,100034
CGINS-VEL3DK-00035,100035
CGINS-VEL3DK-00036,100036
CGINS-VEL3DK-00037,100037
CGINS-VEL3DK-00212,100212
CGINS-VEL3DK-00468,100468
CGINS-VEL3DK-00470,100470
CGINS-VEL3DK-00475,100475
CGINS-VEL3DL-01024,1024
CGINS-VEL3DL-01025,1025
CGINS-VEL3DL-01026,1026
CGINS-VEL3DL-01108,1108
CGINS-VEL3DL-01109,1109-ML13104-01D
CGINS-VEL3DL-01110,1110-ML13104-04D
CGINS-VEL3DL-01115,1115
CGINS-VEL3DL-01116,1116
CGINS-VEL3DL-01117,1117-ML13104-04D
CGINS-VEL3DL-01118,1118
CGINS-VEL3DL-01253,1253
CGINS-VEL3DL-01254,1254
CGINS-VEL3DL-01255,1255
CGINS-VEL3DL-01256,1256
CGINS-VEL3DL-13551,A13551
CGINS-VELPTA-06325,AQD 6325
CGINS-VELPTA-06326,AQD 6326
CGINS-VELPTA-06327,AQD 6327
CGINS-VELPTA-08381,AQD 8381
CGINS-VELPTA-08399,AQD 8399
CGINS-VELPTA-08532,AQD 8532
CGINS-VELPTA-08535,AQD 8535
CGINS-VELPTA-08539,AQD 8539
CGINS-VELPTA-08544,AQD 8544
CGINS-VELPTA-08550,AQD8550
CGINS-VELPTA-11377,AQD 11377
CGINS-VELPTA-11380,AQD 11380
CGINS-VELPTA-11382,AQD 11382
CGINS-VELPTA-11386,AQD 11386
CGINS-VELPTA-11397,AQD 11397
CGINS-VELPTA-11398,AQD 11398
CGINS-VELPTA-11401,AQD 11401
CGINS-VELPTA-11402,AQD 11402
CGINS-VELPTA-11405,AQD 11405
CGINS-VELPTA-11412,AQD 11412
CGINS-VELPTA-11417,AQD 11417
CGINS-VELPTA-11748,AQD 11748
CGINS-VELPTA-11768,AQD 11768
CGINS-VELPTA-11774,AQD 11774
CGINS-VELPTA-11775,AQD 11775
CGINS-VELPTA-11780,AQD 11780
CGINS-VELPTA-11786,AQD 11786
CGINS-VELPTA-11787,AQD 11787
CGINS-VELPTA-11789,AQD 11789
CGINS-VELPTA-11790,AQD 11790
CGINS-VELPTA-11814,AQD 11814
CGINS-VELPTA-11820,AQD 11820
CGINS-VELPTA-11823,AQD 11823
CGINS-VELPTA-12198,AQD 12198
CGINS-VELPTA-12203,AQD 12203
CGINS-VELPTA-12224,AQD 12224
CGINS-VELPTA-12229,AQD 12229
CGINS-VELPTA-12230,AQD 12230
CGINS-VELPTA-12231,AQD 12231
CGINS-VELPTA-12234,AQD 12234
CGINS-VELPTA-12703,AQD 12703
CGINS-VELPTA-12707,AQD 12707
CGINS-VELPTA-12711,AQD 12711
CGINS-VELPTA-12712,AQD 12712
CGINS-VELPTA-12721,AQD 12721
CGINS-VELPTA-12732,AQD 12732
CGINS-VELPTA-12737,AQD 12737
CGINS-VELPTA-12742,AQD 12742
CGINS-VELPTA-12746,AQD 12746
CGINS-VELPTA-12747,AQD 12747
CGINS-VELPTB-09952,AQD 9952
CGINS-VELPTB-09984,AQD 9984
CGINS-VELPTB-11669,AQD 11669
CGINS-VELPTB-11964,AQD 11964
CGINS-VELPTB-11967,AQD 11967
CGINS-VELPTB-11969,AQD 11969
CGINS-VELPTB-11970,AQD 11970
CGINS-VELPTB-11973,AQD 11973
CGINS-VELPTB-11974,AQD 11974
CGINS-VELPTB-11976,AQD 11976
CGINS-VELPTB-11981,AQD 11981
CGINS-VELPTB-11986,AQD 11986
CGINS-VELPTB-12095,AQD 12095
CGINS-VELPTB-12195,AQD 12195
CGINS-VELPTB-12197,AQD 12197
CGINS-VELPTB-12233,AQD 12233
CGINS-VELPTB-12236,AQD 12236
CGINS-VELPTB-12459,AQD 12459
CGINS-VELPTB-12652,AQD 12652
CGINS-VELPTB-12663,AQD 12663
CGINS-VELPTB-12673,AQD 12673
CGINS-VELPTJ-11259,AQD 11259
CGINS-VELPTJ-11779,AQD 11779
CGINS-VELPTJ-11900,AQD 11900
CGINS-VELPTJ-11912,AQD 11912
CGINS-VELPTJ-11915,AQD 11915
CGINS-VELPTJ-11916,AQD 11916
CGINS-VELPTJ-12876,AQD 12876
CGINS-VELPTJ-12886,AQD 12886
CGINS-WAVSSA-04571,4571
CGINS-WAVSSA-04581,4581
CGINS-WAVSSA-05271,TAS05271
CGINS-WAVSSA-05281,TAS05281
CGINS-WAVSSA-05291,5291
CGINS-WAVSSA-05301,TAS05301
CGINS-WAVSSA-05311,5311
CGINS-WAVSSA-05321,5321
CGINS-WAVSSA-05771,5771
CGINS-WAVSSA-05781,5781
CGINS-WAVSSA-05791,5791
CGINS-WAVSSA-05971,TAS05971
CGINS-WAVSSA-05981,TAS05981
CGINS-WAVSSA-06271,6271
CGINS-WAVSSA-06281,6281
CGINS-WAVSSA-06291,6291
CGINS-WAVSSA-06301,6301
CGINS-WAVSSA-06311,6311
CGINS-WAVSSA-06321,6321
CGINS-WAVSSA-06421,TAS06421
CGINS-WAVSSA-06431,6431
CGINS-ZPLSCC-55074,55074
CGINS-ZPLSCC-55075,55075
CGINS-ZPLSCC-55076,55076
CGINS-ZPLSCC-55077,55077
CGINS-ZPLSCC-55078,55078
CGINS-ZPLSCC-55079,55079
CGINS-ZPLSCC-55080,55080
CGINS-ZPLSCC-55096,55096
CGINS-ZPLSCC-55097,55097
CGINS-ZPLSCC-55098,55098
CGINS-ZPLSCC-55099,55099
CGINS-ZPLSCC-55100,55100
CGINS-ZPLSCC-55101,55101
CGINS-ZPLSCC-55102,55102
CGINS-ZPLSCC-55103,55103
CGINS-ZPLSCC-55132,55132
CGINS-ZPLSGA-55067,55067
CGINS-ZPLSGA-55068,55068
CGINS-ZPLSGA-55073,55073
CGINS-ZPLSGA-55092,55092
CGINS-ZPLSGA-55093,55093
CGINS-ZPLSGA-55094,55094
CGINS-ZPLSGA-55095,55095
CGINS-ZPLSGA-55104,55104
CGINS-ZPLSGA-55105,55105
CGINS-ZPLSGA-55106,55106
CGINS-ZPLSGA-55107,55107
CGINS-ZPLSGA-55108,55108
CGINS-ZPLSGA-55109,55109
CGINS-ZPLSGA-55110,55110
CGINS-ZPLSGA-55111,55111
N00074,
N00217.1,GA02HYPM-RIM01-00-SIOENG00
N00218.1,GA03FLMA-RIM01-00-SIOENG000
N00218.2,GA03FLMA-RIS01-00-SIOENG000
N00417,113
N00419,109
N00687,3400/TAG#:116120
N00697,0484-6002-0108
N00708,299470
N00747,CP01CNSM-00002-METBK1
N00748,CP01CNSM-00002-METBK2
N00749,CP01CNSM-00003-METBK1
N00750,CP01CNSM-00003-METBK2
N00754,CP04OSSM-00002-METBK
N00756,CP03ISSM-00002-METBK
OL000006,GA01SUMO-00001-MOPAK
OL000007,GA01SUMO-00001-HYDGN1
OL000008,GA01SUMO-00001-HYDGN2
OL000015,GA01SUMO-00001-CPM1
OL000016,GA01SUMO-00001-DCL11
OL000017,GA01SUMO-00001-DCL12
OL000018,GA01SUMO-00001-DCL16
OL000027,GS02HYPM-RIM01-00001
OL000060,GP02HYPM-00002-SIOENG
OL000075,GS01SUMO-00002-CPM1
OL000076,GS01SUMO-00002-CPM2
OL000077,GS01SUMO-00002-DCL11
OL000078,GS01SUMO-00002-DCL12
OL000079,GS01SUMO-00002-DCL16
OL000092,GA01SUMO-00002-MOPAK
OL000093,GA01SUMO-00002-HYDGN1
OL000094,GA01SUMO-00002-HYDGN2
OL000097,GA01SUMO-00002-CPM1
OL000098,GA01SUMO-00002-CPM2
OL000099,GA01SUMO-00002-DCL11
OL000100,GA01SUMO-00002-DCL12
OL000101,GA01SUMO-00002-DCL16
OL000103,GP03FLMB-00002-RIS01
OL000104,GP03FLMB-00003-RIM01
OL000194,16
OL000198,CE01ISSM-00003-MOPAK
OL000199,CE01ISSM-00002-MOPAK
OL000200,CE01ISSM-00001-MOPAK
OL000207,CE01ISSM-00004-MOPAK
OL000209,CE06ISSM-00002-CPM3
OL000214,CE06ISSM-00002-MOPAK
OL000215,CE06ISSM-00003-MOPAK
OL000217,CE06ISSM-00003-CPM3
OL000219,CE06ISSM-00003-DCL16
OL000223,CP01CNSM-00005-MOPAK
OL000224,CP01CNSM-00005-HYDGN1
OL000225,CP01CNSM-00005-HYDGN2
OL000238,CP02PMCI-00005-MOPAK
OL000241,CP02PMCI-00006-MOPAK
OL000244,CP02PMUI-00007-MOPAK
OL000246,GI02HYPM-00001-SIOENG
OL000247,GS03FLMA-00001-ENG-sec
OL000248,GS03FLMA-00001-ENG- main
OL000254,CP03ISSM-00005-MOPAK
OL000255,CP03ISSM-00004-HYDGN1
OL000256,CP03ISSM-00004-HYDGN2
OL000272,CP04OSSM-00004-MOPAK
OL000273,CP04OSSM-SBD11-HYDGN
OL000274,CP04OSSM-SBD12-HYDGN
OL000292,CE01ISSM-00005-MOPAK
OL000296,3605-20018-0016
OL000299,CE02SHSM-00001-HYDGN11
OL000300,CE02SHSM-00001-HYDGN12
OL000306,3
OL000307,CE02SHSM-00002+MOPAK
OL000308,CE02SHSM-00002-HYDGN11
OL000309,CE02SHSM-00002-HYDGN12
OL000310,
OL000312,
OL000313,
OL000331,PMUI-00001-MOPAK
OL000332,PMUI-00001-STC
OL000335,PMUI-00003-MOPAK
OL000336,PMUI-00003-STC
OL000337,PMUI-00005-MOPAK
OL000344,OSPM-00002-MOPAK
OL000345,OSPM-00003-MOPAK
OL000372,OSPM-00001-STC
OL000373,OSPM-00002-STC
OL000374,OSPM-00003-STC
OL000375,OSPM-00004-STC
OL000376,CE04OSSM-00001+MOPAK
OL000377,CE04OSSM-00001+HYDGN1102
OL000378,CE04OSSM-00001+HYDGN1203
OL000379,CP03OSSM-00001-CPM1
OL000380,
OL000381,CP03OSSM-00001-DCL11
OL000382,CP03OSSM-00001-DCL12
OL000383,CP03OSSM-00001-DCL26
OL000384,CP03OSSM-00001-DCL27
OL000395,3703-00274-0007
OL000396,3703-00272-0025
OL000398,CE06ISSM-00004-MOPAK
OL000402,3703-00275-0004
OL000405,CE07SHSM-00001+MOPAK
OL000406,CE07SHSM-SBD11-HYDGN
OL000407,CE07SHSM-SBD12-HYDGN
OL000408,
OL000409,2
OL000410,4
OL000411,
OL000412,
OL000413,10
OL000414,2
OL000415,1
OL000416,4
OL000417,CE07SHSM-SBD11-HYDGN
OL000418,CE07SHSM-SBD12-HYDGN
OL000420,2015-0004
OL000421,10
OL000422,16
OL000423,2015-0004
OL000424,2015-0004
OL000425,27
OL000426,10
OL000427,15
OL000428,16
OL000440,3703-00274-0003
OL000445,CE09OSSM-00001+MOPAK
OL000446,CE09OSSM-00001-HYDGN11
OL000447,CE09OSSM-00001-HYDGN12
OL000448,CE09OSSM-00001-CPM1
OL000449,CE09OSSM-00001-CPM2
OL000450,CE09OSSM-00001-CPM3
OL000451,CE09OSSM-00001-DCL11
OL000452,CE09OSSM-00001-DCL12
OL000453,CE09OSSM-00001-DCL26
OL000454,CE09OSSM-00001-DCL27
OL000455,CE09OSSM-00001-DCL35
OL000456,CE09OSSM-00001-DCL37
OL000457,CE09OSSM-00002+MOPAK
OL000458,CE09OSSM-00002-HYDGN11
OL000459,CE09OSSM-00002-HYDGN12
OL000460,CE09OSSM-00002-CPM1
OL000461,CE09OSSM-00002-CPM2
OL000462,CE09OSSM-00002-CPM3
OL000463,CE09OSSM-00002-DCL11
OL000464,CE09OSSM-00002-DCL12
OL000465,CE09OSSM-00002-DCL26
OL000466,CE09OSSM-00002-DCL27
OL000467,CE09OSSM-00002-DCL35
OL000468,CE09OSSM-00002-DCL37
OL000472,CE09OSSM-00004+MOPAK
OL000473,CE09OSSM-00004-DOSTA37-03
OL000474,CE09OSSM-00003-CPM1
OL000475,CE09OSSM-00003-CPM2
OL000476,CE09OSSM-00003-CPM3
OL000477,CE09OSSM-00003-DCL11
OL000478,CE09OSSM-00003-DCL12
OL000479,CE09OSSM-00003-DCL26
OL000480,CP01CNSM-00001-MOPAK
OL000481,CP01CNSM-00001-HYDGN SBD11
OL000482,CP01CNSM-00001-HYDGN SBD12
OL000492,CP01CNSM-00002-MOPAK
OL000493,CP01CNSM-00002-HYDGN1
OL000494,CP01CNSM-00002-HYDGN2
OL000495,CP01CNSM-00002-WAVSS
OL000506,CP01CNSM-00003-MOPAK
OL000507,CP01CNSM-00003-HYDGN1
OL000508,CP01CNSM-00003-HYDGN2
OL000509,CP01CNSM-00003-WAVSS
OL000519,2015-0009
OL000520,CP01CNSM-SBD11-HYDGN
OL000521,CP01CNSM-SBD12-HYDGN
OL000524,CP01CNSM-00004-DCL11
OL000525,CP01CNSM-00004-DCL12
OL000526,CP01CNSM-00004-DCL26
OL000527,CP04OSSM-00001-MOPAK
OL000528,CP04OSSM-00001-SBD11HYDGN
OL000529,CP04OSSM-00001-SBD12HYDGN
OL000530,CP04OSSM-00001-CPM1
OL000531,
OL000532,
OL000533,CP04OSSM-00001-DCL11
OL000534,CP04OSSM-00001-DCL12
OL000539,CP04OSSM-00002-MOPAK
OL000540,CP04OSSM-SBD11-HYDGN
OL000541,CP04OSSM-SBD12-HYDGN
OL000542,CP04OSSM-00002-CPM1
OL000543,
OL000544,
OL000545,CP04OSSM-00002-DCL11
OL000546,CP04OSSM-00002-DCL12
OL000551,CP04OSSM-00003-MOPAK
OL000552,CP04OSSM-SBD11-HYDGN
OL000553,CP04OSSM-SBD12-HYDGN
OL000559,24
OL000563,CP03ISSM-00001-MOPAK
OL000564,CP03ISSM-00001-SBD11-HYDGN
OL000565,CP03ISSM-00001-SBD12-HYDGN
OL000566,CP03ISSM-00001-CPM1
OL000567,
OL000568,
OL000569,CP03ISSM-00001-DCL11
OL000570,CP03ISSM-00001-DCL12
OL000572,5
OL000593,GI01SUMO-00003-CPM1
OL000594,GI01SUMO-00003-DCL11
OL000595,GI01SUMO-00003-DCL12
OL000596,GI01SUMO-00003-DCL16
PIRSN-COVISA-00001,1
PIRSN-CTDPFA-10001,16-50216
PIRSN-OVRSRA-00001,101409
PIRSN-QNTSRA-00001,1708062
PIRSN-SCPRAA-00001,001/C
PIRSN-SCTAAA-00001,1
R00002,CE06ISSM-00001-CPM3
R00004,CE06ISSM-00001-DCL16
R00005,CE06ISSM-00001-DCL35
R00006,CE06ISSM-00001-DCL37
R00007,
R00008,CP02PMUO-00002-MOPAK
R00012,CP03ISSM-00002-MOPAK
R00013,CP03ISSM-00002-HYDGN1
R00014,CP03ISSM-00002-HYDGN2
R00015,CP03ISSM-00002-CPM1
R00016,
R00017,
R00018,CP03ISSM-00002-DCL11
R00019,CP03ISSM-00002-DCL12
R00024,11
R00025,CP03ISSM-00003-HYDGN1
R00026,CP03ISSM-00003-HYDGN2
R00036,GI01SUMO-00001-MOPAK
R00037,GI01SUMO-00001-HYDGN1
R00038,GI01SUMO-00001-HYDGN2
R00040,GI01SUMO-00001-CPM1
R00041,GI01SUMO-00001-CPM2
R00042,GI01SUMO-00001-DCL11
R00043,GI01SUMO-00001-DCL12
R00044,GI01SUMO-00001-DCL16
R00045,GI01SUMO-00002-MOPAK
R00046,GI01SUMO-00002-HYDGN1
R00047,GI01SUMO-00002-HYDGN2
R00049,GI01SUMO-00002-CPM1
R00050,GI01SUMO-00002-CPM2
R00051,GI01SUMO-00002-DCL11
R00052,GI01SUMO-00002-DCL12
R00053,GI01SUMO-00002-DCL16
R00054,GP02HYPM-00001-SIOENG
R00056,GI01SUMO-00001-HYDGN1
R00057,GI01SUMO-00001-HYDGN2
R00061,GS01SUMO-00001-CPM1
R00062,GS01SUMO-00001-CPM2
R00063,GS01SUMO-00001-DCL11
R00064,GS01SUMO-00001-DCL12
R00065,GS01SUMO-00001-DCL16
R00067,CP02PMUO-00001 MOPAK0000
R00068,CP02PMUO-00003 MOPAK0000
R00069,CP02PMUO-00004 MOPAK0000
R00070,CP02PMUO-00005 MOPAK0000
R00071,CP02PMCO-00001 STCENG000
R00072,SWE 0002-G
R00073,CP02PMCO-00005 STCENG000
R00074,CE09OSPM-00001 STCENG000
R00075,CE09OSPM-00002 STCENG000
R00076,CE09OSPM-00003 STCENG000
R00077,CE09OSPM-00004 STCENG000
R00078,CE04OSPD-DP01B-00001-ENG
R00079,CE04OSPD-DP01B-00002-ENG
R00106,GA01SUMO-00003-MOPAK
R00297,
