,Bottle Position,Conductivity [S/m],"Conductivity, 2 [S/m]","Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Cast,Cruise ID,Date Time,"Depth [salt water, m]",Hex name,Latitude [deg],Longitude [deg],"Oxygen Saturation, Garcia & Gordon [ml/l]","Pressure, Digiquartz [db]","Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Start Latitude,Start Longitude,Start Time,"Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]"
11,12,3.256663,3.2567310000000003,55.262,-0.8488 (avg),11,ar30-03,Jun 13 2018 15:17:22,131.316,D:\Data\ar30-03011.hex,59.6561,-38.60225,7.238169999999999,132.60399999999998,34.8618,34.8636,6.7793,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.076,4.0751
12,13,3.268583,3.2686830000000002,55.262,-1.0071 (avg),11,ar30-03,Jun 13 2018 15:20:03,90.09700000000001,D:\Data\ar30-03011.hex,59.656119999999994,-38.60228,7.21068,90.97200000000001,34.8568,34.8582,6.8162,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.2351,4.2349
13,14,3.273148,3.27317,55.262,-1.1594 (avg),11,ar30-03,Jun 13 2018 15:22:32,60.446000000000005,D:\Data\ar30-03011.hex,59.65614,-38.60228,7.1992199999999995,61.028,34.8571,34.8586,6.8308,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.3011,4.2999
14,15,3.3093190000000003,3.3058739999999998,55.262,-1.1473 (avg),11,ar30-03,Jun 13 2018 15:24:42,30.552,D:\Data\ar30-03011.hex,59.65614,-38.6023,7.125139999999999,30.844,34.8365,34.8402,6.9263,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.7387,4.6968
15,16,3.346349,3.3462730000000005,55.262,-1.1961 (avg),11,ar30-03,Jun 13 2018 15:26:40,15.659,D:\Data\ar30-03011.hex,59.65614,-38.60228,7.05346,15.808,34.826,34.8261,7.1088,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,5.167,5.166
16,17,3.369328,3.3692910000000005,55.262,-1.1409 (avg),11,ar30-03,Jun 13 2018 15:28:49,5.564,D:\Data\ar30-03011.hex,59.65614,-38.6023,7.00978,5.617000000000001,34.8203,34.8219,7.1251,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,5.4316,5.4297
0,1,3.147967,3.145421,55.262,-0.9550 (avg),12,ar30-03,Jun 13 2018 17:52:57,2897.66,D:\Data\ar30-03012.hex,59.680409999999995,-38.94144,7.7195100000000005,2945.6209999999996,34.9239,34.8901,4.7111,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,1.4579,1.46
1,2,3.227011,3.227694,55.262,-1.1067 (avg),12,ar30-03,Jun 13 2018 17:58:27,2698.0170000000003,D:\Data\ar30-03012.hex,59.68038000000001,-38.94155,7.5266399999999996,2741.3790000000004,34.9011,34.9074,5.2613,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,2.4712,2.473
2,3,3.2563310000000003,3.25786,55.262,-1.1310 (avg),12,ar30-03,Jun 13 2018 18:03:42,2499.11,D:\Data\ar30-03012.hex,59.6804,-38.94155,7.449610000000001,2538.078,34.9109,34.9277,4.5699,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,2.8835,2.8849
3,4,3.266669,3.266707,55.262,-1.1200 (avg),12,ar30-03,Jun 13 2018 18:09:50,2249.29,D:\Data\ar30-03012.hex,59.68038000000001,-38.941559999999996,7.40946,2283.007,34.9265,34.9262,5.9773,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.0984,3.099
4,5,3.284653,3.2846900000000003,55.262,-1.1630 (avg),12,ar30-03,Jun 13 2018 18:20:05,1800.7079999999999,D:\Data\ar30-03012.hex,59.680369999999996,-38.941559999999996,7.33555,1825.745,34.9267,34.9269,5.9698,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.5075,3.5077
5,6,3.249796,3.249878,55.262,-1.0745 (avg),12,ar30-03,Jun 13 2018 18:26:36,1501.895,D:\Data\ar30-03012.hex,59.68036,-38.941559999999996,7.37286,1521.6860000000001,34.861,34.8617,6.4999,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.3183,3.3185
6,7,3.234609,3.2346790000000003,55.262,-1.1327 (avg),12,ar30-03,Jun 13 2018 18:33:34,1202.258,D:\Data\ar30-03012.hex,59.68038000000001,-38.941559999999996,7.37723,1217.221,34.8571,34.858,6.5551,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.2952,3.2951
7,8,3.2259759999999997,3.226034,55.262,-1.1418 (avg),12,ar30-03,Jun 13 2018 18:38:22,1003.164,D:\Data\ar30-03012.hex,59.68036,-38.941559999999996,7.3771,1015.1619999999999,34.8564,34.8574,6.5798,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.2961,3.2958
8,9,3.224335,3.2244,55.262,-1.1423 (avg),12,ar30-03,Jun 13 2018 18:44:35,750.675,D:\Data\ar30-03012.hex,59.68038000000001,-38.94155,7.35923,759.188,34.8686,34.8698,6.5884,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.3917,3.3914
9,10,3.2197400000000003,3.219804,55.262,-1.1699 (avg),12,ar30-03,Jun 13 2018 18:50:43,500.064,D:\Data\ar30-03012.hex,59.68038000000001,-38.94154,7.3464100000000006,505.42699999999996,34.8739,34.8752,6.612,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,3.4616,3.4611
10,11,3.258738,3.258691,55.262,-1.0452 (avg),12,ar30-03,Jun 13 2018 18:57:29,199.611,D:\Data\ar30-03012.hex,59.68036,-38.941559999999996,7.244910000000001,201.604,34.9018,34.9031,6.3806,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,4.0263,4.0246
11,12,3.2899629999999997,3.290064,55.262,-1.0783 (avg),12,ar30-03,Jun 13 2018 19:02:24,60.168,D:\Data\ar30-03012.hex,59.68038000000001,-38.94155,7.169969999999999,60.748000000000005,34.8841,34.8856,6.7358,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,4.463,4.4627
12,13,3.345915,3.3457190000000003,55.262,-1.0278 (avg),12,ar30-03,Jun 13 2018 19:05:27,5.3,D:\Data\ar30-03012.hex,59.68038000000001,-38.941559999999996,7.05675,5.351,34.8559,34.8571,7.0665,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,5.1388,5.1356
0,1,3.282096,3.28245,55.262,-0.1440 (avg),13,ar30-03,Jun 14 2018 20:22:42,132.22299999999998,D:\Data\ar30-03013.hex,59.78037,-39.82802,7.19187,133.523,34.8874,34.8896,6.7021,59 46.82 N,039 49.61 W,2018-06-14T20:15:22Z,4.3351,4.337
1,2,3.2907889999999997,3.290834,55.262,-0.2772 (avg),13,ar30-03,Jun 14 2018 20:25:02,90.29899999999999,D:\Data\ar30-03013.hex,59.7804,-39.82841,7.17166,91.177,34.8893,34.8911,6.697,59 46.82 N,039 49.61 W,2018-06-14T20:15:22Z,4.4518,4.4505
2,3,3.325044,3.324918,55.262,-0.1871 (avg),13,ar30-03,Jun 14 2018 20:27:25,60.328,D:\Data\ar30-03013.hex,59.780440000000006,-39.82886,7.10305,60.91,34.8797,34.8814,6.7199,59 46.82 N,039 49.61 W,2018-06-14T20:15:22Z,4.8567,4.8537
3,4,3.371925,3.37186,55.262,-0.4000 (avg),13,ar30-03,Jun 14 2018 20:29:45,30.27,D:\Data\ar30-03013.hex,59.78046,-39.8291,7.01121,30.56,34.8566,34.8578,7.0179,59 46.82 N,039 49.61 W,2018-06-14T20:15:22Z,5.4127,5.4108
4,5,3.382757,3.382882,55.262,-0.5451 (avg),13,ar30-03,Jun 14 2018 20:31:31,15.492,D:\Data\ar30-03013.hex,59.780480000000004,-39.82918,6.98993,15.64,34.8535,34.8548,7.1627,59 46.82 N,039 49.61 W,2018-06-14T20:15:22Z,5.5427,5.5428
5,6,3.426368,3.4267300000000005,55.262,-0.6414 (avg),13,ar30-03,Jun 14 2018 20:33:07,2.365,D:\Data\ar30-03013.hex,59.78046,-39.829240000000006,6.909660000000001,2.388,34.8428,34.8444,7.0337,59 46.82 N,039 49.61 W,2018-06-14T20:15:22Z,6.0393,6.0418
0,1,3.131552,3.131589,55.262,-0.9385 (avg),14,ar30-03,Jun 15 2018 16:43:26,2749.656,D:\Data\ar30-03014.hex,59.74695,-39.58566,7.73867,2794.205,34.8855,34.8853,6.5237,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,1.3707,1.3713
1,2,3.161104,3.161088,55.262,-0.9840 (avg),14,ar30-03,Jun 15 2018 16:46:17,2699.474,D:\Data\ar30-03014.hex,59.74756,-39.5859,7.668069999999999,2742.884,34.8854,34.8848,6.4635,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,1.7326,1.7331
2,3,3.2141599999999997,3.2141740000000003,55.262,-0.9321 (avg),14,ar30-03,Jun 15 2018 16:51:34,2500.955,D:\Data\ar30-03014.hex,59.747980000000005,-39.58618,7.537310000000001,2539.9770000000003,34.8994,34.8988,6.258,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,2.4147,2.4155
3,4,3.254021,3.254084,55.262,-0.9950 (avg),14,ar30-03,Jun 15 2018 16:58:47,2246.966,D:\Data\ar30-03014.hex,59.74756,-39.58628,7.43375,2280.647,34.913,34.9129,6.0878,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,2.9692,2.97
4,5,3.282539,3.2825949999999997,55.262,-1.0693 (avg),14,ar30-03,Jun 15 2018 17:34:07,1800.783,D:\Data\ar30-03014.hex,59.75225,-39.58702,7.33971,1825.8310000000001,34.9258,34.9261,5.9672,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.4845,3.4849
5,6,3.267357,3.267445,55.262,-1.0681 (avg),14,ar30-03,Jun 15 2018 17:40:44,1499.68,D:\Data\ar30-03014.hex,59.75224,-39.58717,7.34064,1519.442,34.8907,34.8915,6.2495,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.4891,3.4893
6,7,3.2417119999999997,3.2418009999999997,55.262,-1.0452 (avg),14,ar30-03,Jun 15 2018 17:47:25,1200.356,D:\Data\ar30-03014.hex,59.75224,-39.58724,7.363569999999999,1215.297,34.8651,34.866,6.4753,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.3686,3.3688
7,8,3.2356540000000003,3.23575,55.262,-1.0764 (avg),14,ar30-03,Jun 15 2018 17:52:24,1000.3,D:\Data\ar30-03014.hex,59.7522,-39.58736,7.358560000000001,1012.262,34.8681,34.8692,6.5245,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.3956,3.3957
8,9,3.2326580000000003,3.232754,55.262,-1.0546 (avg),14,ar30-03,Jun 15 2018 17:58:36,752.225,D:\Data\ar30-03014.hex,59.752140000000004,-39.58761,7.343610000000001,760.763,34.8777,34.879,6.5292,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.4761,3.476
9,10,3.2314529999999997,3.231537,55.262,-1.0422 (avg),14,ar30-03,Jun 15 2018 18:04:25,500.444,D:\Data\ar30-03014.hex,59.752019999999995,-39.587959999999995,7.324380000000001,505.815,34.8867,34.8881,6.542,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.5811,3.5807
10,11,3.255486,3.2555330000000002,55.262,-1.0585 (avg),14,ar30-03,Jun 15 2018 18:11:14,203.68900000000002,D:\Data\ar30-03014.hex,59.751819999999995,-39.588409999999996,7.25117,205.727,34.8978,34.8995,6.4962,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,3.9916,3.9906
11,12,3.2826120000000003,3.282745,55.262,-0.9589 (avg),14,ar30-03,Jun 15 2018 18:14:07,128.842,D:\Data\ar30-03014.hex,59.751740000000005,-39.58858,7.19073,130.107,34.8888,34.8903,6.7064,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,4.3413,4.3414
12,13,3.3008889999999997,3.300997,55.262,-1.0452 (avg),14,ar30-03,Jun 15 2018 18:16:26,89.62899999999999,D:\Data\ar30-03014.hex,59.7517,-39.58868,7.152939999999999,90.5,34.8946,34.896,6.6689,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,4.5594,4.5592
13,14,3.323764,3.323829,55.262,-1.0328 (avg),14,ar30-03,Jun 15 2018 18:19:07,59.11,D:\Data\ar30-03014.hex,59.7516,-39.58887,7.10579,59.68,34.8836,34.8852,6.734,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,4.8394,4.8386
14,15,3.360467,3.3606519999999995,55.262,-1.0494 (avg),14,ar30-03,Jun 15 2018 18:21:03,29.55,D:\Data\ar30-03014.hex,59.751569999999994,-39.589,7.0324,29.831999999999997,34.8593,34.8605,7.0419,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,5.284,5.2849
15,16,3.3730870000000004,3.373147,55.262,-1.0521 (avg),14,ar30-03,Jun 15 2018 18:22:49,14.982999999999999,D:\Data\ar30-03014.hex,59.75151999999999,-39.58909,7.00765,15.126,34.8553,34.8566,7.1844,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,5.4346,5.4339
16,17,3.411978,3.412177,55.262,-1.0436 (avg),14,ar30-03,Jun 15 2018 18:24:39,5.031000000000001,D:\Data\ar30-03014.hex,59.751419999999996,-39.589240000000004,6.93547,5.078,34.8434,34.8455,7.1238,59 44.59 N,039 35.05 W,2018-06-15T15:52:39Z,5.8794,5.8795
0,1,3.1368970000000003,3.136935,55.262,-0.9887 (avg),15,ar30-03,Jun 16 2018 14:48:08,2798.825,D:\Data\ar30-03015.hex,59.7181,-39.33948,7.731160000000001,2844.494,34.8874,34.8869,6.5029,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,1.4084,1.4093
1,2,3.264193,3.26421,55.262,-0.9909 (avg),15,ar30-03,Jun 16 2018 15:00:18,2199.061,D:\Data\ar30-03015.hex,59.71779,-39.33895,7.409889999999999,2231.765,34.9224,34.9222,6.0148,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.0972,3.0976
2,3,3.283918,3.284014,55.262,-0.9862 (avg),15,ar30-03,Jun 16 2018 15:24:28,1797.0829999999999,D:\Data\ar30-03015.hex,59.71676,-39.33744,7.33634,1822.059,34.9235,34.9239,5.9762,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.504,3.5046
3,4,3.251983,3.2520569999999998,55.262,-1.0256 (avg),15,ar30-03,Jun 16 2018 15:31:19,1500.931,D:\Data\ar30-03015.hex,59.71641999999999,-39.3369,7.36885,1520.71,34.8654,34.8661,6.4495,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.3392,3.3394
4,5,3.2265330000000003,3.226593,55.262,-0.9917 (avg),15,ar30-03,Jun 16 2018 15:41:36,1001.847,D:\Data\ar30-03015.hex,59.71584,-39.33596,7.37599,1013.828,34.8577,34.8588,6.5647,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.3018,3.3014
5,6,3.223921,3.224004,55.262,-1.0005 (avg),15,ar30-03,Jun 16 2018 15:47:52,754.465,D:\Data\ar30-03015.hex,59.71546,-39.33542,7.360339999999999,763.0310000000001,34.868,34.8693,6.5877,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.3858,3.3855
6,7,3.2215380000000002,3.2216419999999997,55.262,-1.0436 (avg),15,ar30-03,Jun 16 2018 15:56:14,352.69800000000004,D:\Data\ar30-03015.hex,59.71532,-39.335159999999995,7.32982,356.35400000000004,34.8784,34.88,6.6191,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.5529,3.5526
7,8,3.2513259999999997,3.2513900000000002,55.262,-1.0228 (avg),15,ar30-03,Jun 16 2018 16:01:36,180.297,D:\Data\ar30-03015.hex,59.715419999999995,-39.33535,7.256639999999999,182.08900000000003,34.8928,34.8942,6.5387,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,3.9619,3.9613
8,9,3.260691,3.260797,55.262,-1.0361 (avg),15,ar30-03,Jun 16 2018 16:04:17,129.763,D:\Data\ar30-03015.hex,59.71546,-39.3354,7.2322,131.037,34.8794,34.881,6.753,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.1052,4.1049
9,10,3.260539,3.260642,55.262,-1.0361 (avg),15,ar30-03,Jun 16 2018 16:04:30,130.69299999999998,D:\Data\ar30-03015.hex,59.71546,-39.335390000000004,7.23261,131.976,34.8796,34.8812,6.7613,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.1028,4.1025
10,11,3.2753639999999997,3.275389,55.262,-1.0206 (avg),15,ar30-03,Jun 16 2018 16:06:45,90.844,D:\Data\ar30-03015.hex,59.71548000000001,-39.33543,7.20056,91.727,34.8823,34.8838,6.7652,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.2863,4.2852
11,12,3.275402,3.275451,55.262,-1.0206 (avg),15,ar30-03,Jun 16 2018 16:06:54,90.48299999999999,D:\Data\ar30-03015.hex,59.71549,-39.335440000000006,7.2004600000000005,91.36200000000001,34.8823,34.8838,6.7666,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.2869,4.286
12,13,3.279953,3.2801699999999996,55.262,-1.0159 (avg),15,ar30-03,Jun 16 2018 16:09:04,60.065,D:\Data\ar30-03015.hex,59.715559999999996,-39.33552,7.1886399999999995,60.644,34.8795,34.8813,6.727,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.356,4.3567
13,14,3.280269,3.2806019999999996,55.262,-1.0298 (avg),15,ar30-03,Jun 16 2018 16:09:14,60.085,D:\Data\ar30-03015.hex,59.715559999999996,-39.33554,7.188060000000001,60.663999999999994,34.8797,34.8814,6.7223,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.3593,4.3614
14,15,3.290951,3.291082,55.262,-1.0181 (avg),15,ar30-03,Jun 16 2018 16:10:40,50.035,D:\Data\ar30-03015.hex,59.71558,-39.33562,7.167389999999999,50.516000000000005,34.8858,34.8875,6.6082,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.4776,4.4775
15,16,3.332359,3.332382,55.262,-0.8965 (avg),15,ar30-03,Jun 16 2018 16:13:13,30.36,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,7.082110000000001,30.651,34.8385,34.8393,7.1203,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.9925,4.992
16,17,3.3323910000000003,3.33245,55.262,-0.8651 (avg),15,ar30-03,Jun 16 2018 16:13:24,30.429000000000002,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,7.08206,30.72,34.8385,34.84,7.1247,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.9928,4.992
17,18,3.332422,3.332478,55.262,-0.9004 (avg),15,ar30-03,Jun 16 2018 16:13:35,31.133000000000003,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,7.0821,31.430999999999997,34.8389,34.8402,7.1258,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,4.9924,4.9918
18,19,3.339147,3.339061,55.262,-0.9302 (avg),15,ar30-03,Jun 16 2018 16:15:08,20.222,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,7.06843,20.415,34.8369,34.8383,7.2016,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,5.0744,5.0722
19,20,3.338976,3.33874,55.262,-0.8853 (avg),15,ar30-03,Jun 16 2018 16:15:18,20.648000000000003,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,7.06882,20.845,34.8372,34.839,7.2064,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,5.072,5.0677
20,21,3.4259,3.426346,55.262,-0.8770 (avg),15,ar30-03,Jun 16 2018 16:17:18,4.579,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,6.910639999999999,4.622,34.8426,34.8436,7.345,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,6.0332,6.0371
21,22,3.426099,3.4270519999999998,55.262,-0.9059 (avg),15,ar30-03,Jun 16 2018 16:17:28,4.577,D:\Data\ar30-03015.hex,59.715619999999994,-39.33566,6.91032,4.621,34.8429,34.8439,7.3421,59 43.05 N,039 20.31 W,2018-06-16T13:54:45Z,6.0351,6.0446
0,1,3.1737029999999997,3.173811,55.262,-0.9638 (avg),16,ar30-03,Jun 17 2018 12:41:37,2043.2579999999998,D:\Data\ar30-03016.hex,59.87856,-41.138490000000004,7.583289999999999,2072.901,34.8881,34.8883,6.3589,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,2.1743,2.1754
1,2,3.198371,3.19837,55.262,-0.9928 (avg),16,ar30-03,Jun 17 2018 12:46:12,1898.756,D:\Data\ar30-03016.hex,59.87856,-41.138490000000004,7.51975,1925.638,34.905,34.905,6.1948,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,2.5069,2.5069
2,3,3.235959,3.235963,55.262,-1.0168 (avg),16,ar30-03,Jun 17 2018 12:50:31,1749.711,D:\Data\ar30-03016.hex,59.87858000000001,-41.13848,7.43048,1773.85,34.9257,34.9259,6.0035,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,2.9835,2.9834
3,4,3.2566900000000003,3.256756,55.262,-1.0030 (avg),16,ar30-03,Jun 17 2018 12:56:37,1500.5870000000002,D:\Data\ar30-03016.hex,59.87856,-41.138490000000004,7.3654399999999995,1520.38,34.9168,34.9172,6.0483,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,3.3439,3.3443
4,5,3.256316,3.256384,55.262,-1.0159 (avg),16,ar30-03,Jun 17 2018 13:02:38,1250.507,D:\Data\ar30-03016.hex,59.87856,-41.13848,7.34202,1266.239,34.8955,34.8962,6.2061,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,3.4801,3.4801
5,6,3.240752,3.240848,55.262,-1.0165 (avg),16,ar30-03,Jun 17 2018 13:08:47,1001.925,D:\Data\ar30-03016.hex,59.87858000000001,-41.138459999999995,7.349239999999999,1013.921,34.8752,34.8763,6.4709,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,3.4455,3.4455
6,7,3.2442349999999998,3.2443020000000002,55.262,-1.0173 (avg),16,ar30-03,Jun 17 2018 13:15:19,752.779,D:\Data\ar30-03016.hex,59.87858000000001,-41.138459999999995,7.32143,761.332,34.8865,34.8877,6.5154,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,3.5976,3.5972
7,8,3.2635959999999997,3.263712,55.262,-0.9912 (avg),16,ar30-03,Jun 17 2018 13:22:08,499.82,D:\Data\ar30-03016.hex,59.87858000000001,-41.138459999999995,7.26133,505.18800000000005,34.8939,34.8952,6.4988,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,3.9349,3.935
8,9,3.338821,3.338932,55.262,-0.9125 (avg),16,ar30-03,Jun 17 2018 13:29:39,203.52900000000002,D:\Data\ar30-03016.hex,59.87858000000001,-41.13847,7.0938,205.567,34.9164,34.9177,6.3184,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,4.9011,4.9011
9,10,3.382829,3.3828699999999996,55.262,-0.7062 (avg),16,ar30-03,Jun 17 2018 13:33:07,100.96700000000001,D:\Data\ar30-03016.hex,59.87858000000001,-41.138459999999995,7.00465,101.95200000000001,34.9222,34.9236,6.5348,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,5.4339,5.433
10,11,3.3889080000000003,3.389188,55.262,-0.6767 (avg),16,ar30-03,Jun 17 2018 13:35:49,74.565,D:\Data\ar30-03016.hex,59.87858000000001,-41.138459999999995,6.990710000000001,75.288,34.9158,34.9174,6.5729,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,5.5203,5.5219
11,12,3.3882230000000004,3.38818,55.262,-0.7214 (avg),16,ar30-03,Jun 17 2018 13:38:54,49.023,D:\Data\ar30-03016.hex,59.87856,-41.13845,6.9855100000000006,49.495,34.8772,34.8789,6.6564,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,5.5629,5.5608
12,13,3.416004,3.417814,55.262,-0.7837 (avg),16,ar30-03,Jun 17 2018 13:40:41,29.679000000000002,D:\Data\ar30-03016.hex,59.878569999999996,-41.13847,6.92935,29.963,34.8345,34.8347,6.9831,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,5.9196,5.9393
13,14,3.441179,3.441128,55.262,-0.8576 (avg),16,ar30-03,Jun 17 2018 13:42:19,14.253,D:\Data\ar30-03016.hex,59.87858000000001,-41.13847,6.88022,14.389000000000001,34.8033,34.8047,7.4279,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,6.2341,6.2322
14,15,3.4515309999999997,3.450851,55.262,-0.9062 (avg),16,ar30-03,Jun 17 2018 13:43:48,3.8939999999999997,D:\Data\ar30-03016.hex,59.87856,-41.13848,6.85885,3.931,34.781,34.7843,7.7211,59 52.71 N,041 08.31 W,2018-06-17T12:01:00Z,6.3747,6.364
0,1,3.132114,3.132175,55.262,-1.0077 (avg),17,ar30-03,Jun 18 2018 13:52:33,2453.433,D:\Data\ar30-03017.hex,59.848380000000006,-40.708259999999996,7.71121,2491.453,34.8861,34.886,6.454,59 51.17 N,040 42.29 W,2018-06-18T13:04:33Z,1.5106,1.5114
1,2,3.186832,3.186866,55.262,-1.0397 (avg),17,ar30-03,Jun 18 2018 14:00:24,2202.25,D:\Data\ar30-03017.hex,59.8477,-40.70984,7.5699,2235.041,34.8961,34.8959,6.2674,59 51.17 N,040 42.29 W,2018-06-18T13:04:33Z,2.2428,2.2434
2,3,3.236882,3.2368580000000002,55.262,-1.0079 (avg),17,ar30-03,Jun 18 2018 14:05:56,2004.9129999999998,D:\Data\ar30-03017.hex,59.847609999999996,-40.710029999999996,7.45022,2033.809,34.9236,34.9236,5.99,59 51.17 N,040 42.29 W,2018-06-18T13:04:33Z,2.8766,2.8763
3,4,3.273367,3.2734389999999998,55.262,-1.0240 (avg),17,ar30-03,Jun 18 2018 14:16:32,1500.039,D:\Data\ar30-03017.hex,59.84741999999999,-40.71038,7.331160000000001,1519.819,34.9123,34.9129,6.0237,59 51.17 N,040 42.29 W,2018-06-18T13:04:33Z,3.536,3.5363
