,Niskin #,Date Time,"Pressure, Digiquartz [db]","Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]",Conductivity [S/m],"Conductivity, 2 [S/m]","Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]","Oxygen Saturation, Garcia & Gordon [ml/l]","Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Hex name,Start Latitude,Start Longitude,Cruise ID,Start Time,Cast #,Bottle Salinity [psu],Bottle Oxy [mL/L]
271,4,Jun 09 2018 15:06:01,1823.95,1798.9070000000002,59.949780000000004,-39.514379999999996,3.525,3.5251,3.2857879999999997,3.285794,34.9226,34.9226,6.0195,7.33263,55.262,-0.8850 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.365
272,5,Jun 09 2018 15:13:41,1526.731,1506.8239999999998,59.94823,-39.514359999999996,3.4806,3.4805,3.2660259999999997,3.266053,34.8802,34.8806,6.3531,7.342689999999999,55.262,-0.9346 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.725
273,6,Jun 09 2018 15:21:15,1217.368,1202.376,59.94684,-39.514109999999995,3.5609,3.5608,3.2604580000000003,3.2605020000000002,34.8839,34.8846,6.4425,7.328130000000001,55.262,-0.9062 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.786
274,7,Jun 09 2018 15:27:03,1010.7489999999999,998.793,59.94554,-39.51386,3.6663,3.6662,3.26183,3.2618840000000002,34.894,34.8947,6.4423,7.308839999999999,55.262,-0.8419 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.772
275,8,Jun 09 2018 15:32:10,811.1310000000001,801.919,59.94466,-39.51305,3.7358,3.7354,3.2595400000000003,3.259575,34.8962,34.897,6.4709,7.29638,55.262,-0.8516 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.78
276,9,Jun 09 2018 15:37:43,606.455,599.861,59.94339,-39.51247,4.0464,4.0456,3.2790230000000005,3.279029,34.9051,34.9061,6.357,7.241219999999999,55.262,-0.9975 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.659
277,10,Jun 09 2018 15:43:28,405.189,400.977,59.94209,-39.51185,4.5523,4.5517,3.316192,3.316225,34.9139,34.915,6.2913,7.1532100000000005,55.262,-0.9953 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.597
278,11,Jun 09 2018 15:47:08,306.836,303.719,59.941219999999994,-39.512170000000005,4.6322,4.6324,3.316934,3.317051,34.8904,34.8915,6.2436,7.140680000000001,55.262,-0.8905 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.526
279,12,Jun 09 2018 15:50:35,203.84599999999998,201.825,59.94025,-39.51272,4.7702,4.7707,3.324114,3.324265,34.8837,34.8849,6.3075,7.11753,55.262,-0.9729 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.596
280,13,Jun 09 2018 15:50:52,203.203,201.18900000000002,59.940180000000005,-39.51275,4.769,4.7683,3.323947,3.3239870000000002,34.8832,34.8845,6.3091,7.1177399999999995,55.262,-0.9625 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
281,14,Jun 09 2018 15:53:07,176.58900000000003,174.85,59.9396,-39.51298,4.8257,4.8253,3.328355,3.3284230000000004,34.8892,34.8904,6.3135,7.10785,55.262,-0.9945 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
282,15,Jun 09 2018 15:55:19,151.844,150.358,59.93911,-39.51308,5.0695,5.0698,3.351008,3.351144,34.9097,34.9109,6.3488,7.065810000000001,55.262,-0.8913 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,6.649
283,16,Jun 09 2018 15:55:33,151.418,149.936,59.93906,-39.5131,5.0708,5.0706,3.351116,3.351198,34.9098,34.911,6.3468,7.065589999999999,55.262,-0.8604 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
284,17,Jun 09 2018 15:58:05,101.40299999999999,100.42299999999999,59.938340000000004,-39.51356,5.3186,5.3182,3.371782,3.3718510000000004,34.9157,34.9169,6.5722,7.0240100000000005,55.262,-0.8817 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
285,18,Jun 09 2018 15:58:12,101.855,100.87,59.938309999999994,-39.51358,5.3191,5.3191,3.371843,3.3719370000000004,34.9156,34.9167,6.5709,7.02393,55.262,-0.8938 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
286,19,Jun 09 2018 16:01:05,51.07,50.583,59.937580000000004,-39.513659999999994,5.6348,5.6347,3.3964879999999997,3.396603,34.8962,34.8976,6.7802,6.97284,55.262,-0.9429 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
287,20,Jun 09 2018 16:01:13,51.51,51.018,59.937540000000006,-39.51367,5.6351,5.6348,3.396469,3.3966279999999998,34.8955,34.8976,6.769,6.97283,55.262,-0.9426 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
288,21,Jun 09 2018 16:03:22,20.52,20.325,59.93702,-39.51352,5.7917,5.7913,3.410053,3.410111,34.9041,34.9052,6.9568,6.94689,55.262,-0.6736 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
289,22,Jun 09 2018 16:03:31,20.749000000000002,20.553,59.937,-39.513490000000004,5.7943,5.7939,3.4102919999999997,3.410372,34.904,34.9053,6.9576,6.946460000000001,55.262,-0.6659 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
290,23,Jun 09 2018 16:05:03,10.245999999999999,10.15,59.9367,-39.51314,5.9275,5.9271,3.4195620000000004,3.4196089999999995,34.877,34.8779,7.2143,6.926130000000001,55.262,-1.0193 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
291,24,Jun 09 2018 16:06:11,5.295,5.245,59.93651,-39.51285,5.9276,5.9274,3.4194120000000003,3.4195029999999997,34.8777,34.879,7.2106,6.926069999999999,55.262,-0.9754 (avg),D:\Data\ar30-03006.hex,59 57.97 N,039 30.98 W,ar30-03,2018-06-09T13:38:40Z,006,-9999999,-9999999
292,1,Jun 10 2018 15:28:44,2690.634,2648.366,59.77138000000001,-39.855740000000004,1.7683,1.7688,3.162172,3.1621639999999998,34.8848,34.8843,6.4665,7.6611899999999995,55.262,-0.9051 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8892,6.904
293,2,Jun 10 2018 15:38:49,2230.813,2198.118,59.77154,-39.85487,2.951,2.9522,3.251297,3.251445,34.9233,34.9238,5.2315,7.436560000000001,55.262,-0.9145 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.9292,6.384
294,3,Jun 10 2018 15:56:07,1825.5970000000002,1800.55,59.771840000000005,-39.853190000000005,3.419,3.4194,3.276511,3.276569,34.9236,34.9237,5.9858,7.35159,55.262,-0.9627 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.927,6.322
295,4,Jun 10 2018 16:03:07,1521.0870000000002,1501.295,59.771969999999996,-39.85253,3.4733,3.4738,3.266346,3.266435,34.8946,34.8951,6.203,7.34328,55.262,-0.9671 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.9001,6.558
296,5,Jun 10 2018 16:13:44,1014.2260000000001,1002.235,59.77208,-39.851729999999996,3.3294,3.3292,3.2291830000000004,3.229245,34.86,34.8609,6.5419,7.37091,55.262,-0.8913 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8644,6.891
297,6,Jun 10 2018 16:19:47,759.283,750.762,59.7722,-39.85118,3.3833,3.3831,3.22344,3.223513,34.8668,34.8679,6.5833,7.36084,55.262,-0.9569 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8735,6.916
298,7,Jun 10 2018 16:28:38,354.519,350.88199999999995,59.77234,-39.85044,3.5283,3.5279,3.219064,3.219137,34.876,34.8773,6.5732,7.33435,55.262,-1.0668 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8802,6.878
299,8,Jun 10 2018 16:33:17,182.718,180.918,59.7724,-39.85004,3.7137,3.7139,3.227534,3.227664,34.873,34.8744,6.5341,7.3014399999999995,55.262,-0.9801 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8792,6.827
300,9,Jun 10 2018 16:35:42,132.872,131.58,59.77244,-39.84983,3.8248,3.8247,3.234912,3.235019,34.87,34.8714,6.6275,7.2819199999999995,55.262,-0.7950 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.876,6.898
301,10,Jun 10 2018 16:35:58,132.797,131.505,59.772459999999995,-39.8498,3.825,3.8252,3.234929,3.2350630000000002,34.87,34.8715,6.6305,7.28188,55.262,-0.8894 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
302,11,Jun 10 2018 16:38:20,91.785,90.90100000000001,59.7725,-39.84959,4.0067,4.0059,3.248581,3.248615,34.8617,34.8629,6.7663,7.250310000000001,55.262,-0.8240 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8668,7.074
303,12,Jun 10 2018 16:40:34,61.16,60.575,59.77251999999999,-39.84943,4.3457,4.3435,3.2792480000000004,3.2791349999999997,34.8818,34.8828,6.7536,7.19031,55.262,-0.8833 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8855,7.072
304,13,Jun 10 2018 16:40:43,61.18899999999999,60.604,59.77251999999999,-39.84941,4.3467,4.345,3.2793300000000003,3.2792779999999997,34.8817,34.8829,6.7617,7.1901399999999995,55.262,-0.8731 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
305,14,Jun 10 2018 16:42:24,51.321000000000005,50.831,59.77254,-39.84924,4.3902,4.3887,3.282947,3.282921,34.8837,34.8849,6.7365,7.1825399999999995,55.262,-0.8747 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
306,15,Jun 10 2018 16:42:32,51.23,50.742,59.77254,-39.84922,4.3908,4.3897,3.282975,3.2829980000000005,34.8833,34.8848,6.7408,7.18244,55.262,-0.8364 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
307,16,Jun 10 2018 16:45:14,30.496,30.206999999999997,59.77264,-39.8489,5.0457,5.0459,3.3389379999999997,3.3390440000000003,34.8591,34.8602,6.9193,7.072189999999999,54.8758,-0.9194 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,34.8666,7.227
308,17,Jun 10 2018 16:45:25,30.551,30.261,59.77264,-39.84887,5.0477,5.0465,3.339114,3.339112,34.8591,34.8604,6.9279,7.07187,54.2706,-0.9404 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
309,18,Jun 10 2018 16:47:03,19.989,19.8,59.772659999999995,-39.848659999999995,5.1352,5.1365,3.3467300000000004,3.346961,34.8613,34.8626,6.9313,7.0571,55.262,-1.1059 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
310,19,Jun 10 2018 16:47:13,19.945999999999998,19.758,59.772659999999995,-39.84864,5.1373,5.137,3.346932,3.347022,34.8615,34.8629,6.934,7.05674,55.262,-1.1078 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
311,20,Jun 10 2018 16:49:03,4.592,4.5489999999999995,59.7727,-39.848490000000005,5.2153,5.2134,3.3533129999999995,3.3532669999999998,34.8618,34.8634,6.9341,7.0437,55.262,-1.1622 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
312,21,Jun 10 2018 16:49:15,4.7780000000000005,4.7330000000000005,59.7727,-39.84847,5.2103,5.2107,3.352877,3.353061,34.862,34.8637,6.9365,7.04454,55.262,-1.0116 (avg),D:\Data\ar30-03007.hex,59 46.24 N,039 51.54 W,ar30-03,2018-06-10T14:37:43Z,007,-9999999,-9999999
313,1,Jun 11 2018 16:08:02,2838.805,2793.264,59.718090000000004,-39.3546,1.4555,1.4572,3.140658,3.140796,34.886,34.8858,5.4372,7.722,55.262,-0.9109 (avg),D:\Data\ar30-03008.hex,59 43.05 N,039 20.61 W,ar30-03,2018-06-11T15:14:36Z,008,-9999999,-9999999
314,2,Jun 11 2018 16:22:45,2213.633,2181.2870000000003,59.71791999999999,-39.35617,3.0312,3.0324,3.256152,3.256472,34.9047,34.9072,4.9962,7.42283,55.262,-0.9410 (avg),D:\Data\ar30-03008.hex,59 43.05 N,039 20.61 W,ar30-03,2018-06-11T15:14:36Z,008,-9999999,-9999999
315,3,Jun 11 2018 16:45:29,1822.441,1797.4589999999998,59.718140000000005,-39.35672,3.468,3.4683,3.2795739999999998,3.279605,34.9097,34.9097,6.0547,7.34347,55.262,-0.8518 (avg),D:\Data\ar30-03008.hex,59 43.05 N,039 20.61 W,ar30-03,2018-06-11T15:14:36Z,008,-9999999,-9999999
316,1,Jun 12 2018 18:08:13,133.358,132.06,59.83054,-39.22184,4.9641,4.9651,3.33715,3.3374129999999997,34.8692,34.8712,6.4423,7.085430000000001,18.2145, 1.0531 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
317,2,Jun 12 2018 18:10:23,91.064,90.18700000000001,59.83031,-39.22228,5.1474,5.1471,3.3519360000000002,3.3520339999999997,34.8711,34.8725,6.557,7.0546,20.61, 0.5787 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
318,3,Jun 12 2018 18:12:52,61.26,60.675,59.8298,-39.22285,5.5746,5.5746,3.390857,3.3909569999999998,34.889,34.8902,6.6901,6.98303,23.4513, 0.2847 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
319,4,Jun 12 2018 18:15:02,30.863000000000003,30.570999999999998,59.82946,-39.22336,5.8454,5.8532,3.412723,3.413476,34.8735,34.874,7.1711,6.93958,24.3172, 0.2295 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
320,5,Jun 12 2018 18:16:48,15.690999999999999,15.543,59.829240000000006,-39.2237,5.8835,5.8833,3.4152980000000004,3.4153830000000003,34.8712,34.8724,7.3467,6.9335,50.6042,-0.0144 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
321,6,Jun 12 2018 18:18:40,2.7310000000000003,2.705,59.82911,-39.22401,6.1216,6.1213,3.436418,3.4365069999999998,34.8713,34.8726,7.4697,6.89513,55.262,-0.1749 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
322,7,Jun 12 2018 18:18:47,2.99,2.9619999999999997,59.8291,-39.22403,6.1215,6.1214,3.4364209999999997,3.4365309999999996,34.8713,34.8727,7.4728,6.89514,55.262,-0.1791 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
323,8,Jun 12 2018 18:18:55,2.9160000000000004,2.889,59.829080000000005,-39.224059999999994,6.1216,6.1214,3.436431,3.436432,34.8714,34.8716,7.4692,6.89513,55.262,-0.2055 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
324,9,Jun 12 2018 18:19:13,2.6260000000000003,2.6010000000000004,59.82906,-39.22413,6.1223,6.1217,3.4364779999999997,3.4365410000000005,34.8714,34.8726,7.4702,6.89502,55.262,-0.2381 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
325,10,Jun 12 2018 18:19:20,2.923,2.895,59.82904,-39.22415,6.1217,6.1224,3.436438,3.4365989999999997,34.8713,34.8724,7.4564,6.895110000000001,55.262,-0.2166 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
326,11,Jun 12 2018 18:19:26,2.9619999999999997,2.9339999999999997,59.82904,-39.22417,6.1214,6.1218,3.436411,3.436556,34.8713,34.8726,7.4587,6.895160000000001,55.262,-0.1989 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
327,12,Jun 12 2018 18:19:33,2.861,2.8339999999999996,59.82901999999999,-39.2242,6.1204,6.1211,3.436319,3.436496,34.8714,34.8727,7.4551,6.89532,55.262,-0.2174 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
328,13,Jun 12 2018 18:19:40,2.54,2.516,59.82901999999999,-39.22424,6.1229,6.1232,3.436497,3.436586,34.871,34.8717,7.4577,6.8949300000000004,55.262,-0.2232 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
329,14,Jun 12 2018 18:19:47,2.8280000000000003,2.801,59.829,-39.22426,6.1233,6.1233,3.436579,3.436699,34.8713,34.8727,7.4636,6.89485,55.262,-0.2320 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
330,15,Jun 12 2018 18:19:54,3.035,3.0069999999999997,59.828990000000005,-39.22429,6.1252,6.1257,3.436756,3.4369169999999998,34.8713,34.8726,7.4495,6.89455,55.262,-0.2475 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
331,16,Jun 12 2018 18:20:01,2.765,2.739,59.82898,-39.22432,6.1274,6.1271,3.4369370000000004,3.4370410000000002,34.8712,34.8727,7.4574,6.8942,55.262,-0.2585 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
332,17,Jun 12 2018 18:20:09,2.918,2.89,59.828959999999995,-39.22435,6.1268,6.1266,3.436871,3.436928,34.871,34.8719,7.4435,6.894310000000001,55.262,-0.2654 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
333,18,Jun 12 2018 18:20:16,3.08,3.051,59.82894,-39.22437,6.127,6.1268,3.436921,3.4370199999999995,34.8713,34.8726,7.4512,6.89427,55.262,-0.2759 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
334,19,Jun 12 2018 18:20:24,2.824,2.798,59.82894,-39.2244,6.1254,6.1227,3.436776,3.4366559999999997,34.8714,34.8728,7.4599,6.89451,55.262,-0.2908 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
335,20,Jun 12 2018 18:20:30,2.823,2.7969999999999997,59.82892,-39.22442,6.1229,6.122,3.436557,3.4365900000000003,34.8715,34.8728,7.4502,6.89491,55.262,-0.3134 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
336,21,Jun 12 2018 18:20:37,3.102,3.073,59.8289,-39.22444,6.122,6.1211,3.436438,3.436519,34.8709,34.8728,7.447,6.89508,55.262,-0.3087 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
337,22,Jun 12 2018 18:20:44,2.5810000000000004,2.557,59.828880000000005,-39.22448,6.1218,6.1217,3.436436,3.4365449999999997,34.8714,34.8727,7.4367,6.89509,55.262,-0.3245 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
338,23,Jun 12 2018 18:20:51,2.8160000000000003,2.7889999999999997,59.82886,-39.2245,6.1227,6.1226,3.436529,3.43663,34.8714,34.8727,7.4552,6.89495,55.262,-0.3333 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
339,24,Jun 12 2018 18:20:59,3.102,3.073,59.82886,-39.22452,6.1214,6.1222,3.436415,3.436604,34.8713,34.8726,7.4486,6.895160000000001,55.262,-0.3410 (avg),D:\Data\ar30-03009.hex,59 49.83 N,039 13.28 W,ar30-03,2018-06-12T18:03:09Z,009,-9999999,-9999999
